"title","volume","ISSN","url","DOI","number","journal","publisher","author","year","month","pages","key","entry","V1","editor","ISBN","booktitle","series","collection","doi","keywords","place","abstractNote"
"Historical spatial baselines in conservation and management of marine resources: Historical spatial structure of a marine species","12","1467-2960","http://dx.doi.org/10.1111/j.1467-2979.2010.00393.x","10.1111/j.1467-2979.2010.00393.x","3","Fish and Fisheries","Wiley","Cardinale, Massimiliano and Bartolino, Valerio and Llope, Marcos and Maiorano, Luigi and Sköld, Mattias and Hagberg, Jacob","2010","nov","289–298","Cardinale_2010","article","10.1111/j.1467-2979.2010.00393.x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Climate variability drives anchovies and sardines into the North and Baltic Seas","96","0079-6611","http://dx.doi.org/10.1016/j.pocean.2011.11.015","10.1016/j.pocean.2011.11.015","1","Progress in Oceanography","Elsevier BV","Alheit, Jürgen and Pohlmann, Thomas and Casini, Michele and Greve, Wulf and Hinrichs, Rosemarie and Mathis, Moritz and O’Driscoll, Kieran and Vorberg, Ralf and Wagner, Carola","2012","apr","128–139","Alheit_2012","article","10.1016/j.pocean.2011.11.015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bird migration on Helgoland: the yield from 100 years of research","152","2193-7206","http://dx.doi.org/10.1007/s10336-011-0705-2","10.1007/s10336-011-0705-2","S1","Journal of Ornithology","Springer Science and Business Media LLC","Hüppop, Ommo and Hüppop, Kathrin","2011","may","25–40","H_ppop_2011","article","10.1007/s10336-011-0705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sources, distribution and temporal variability of trace metals in the Thames Estuary","672","1573-5117","http://dx.doi.org/10.1007/s10750-011-0758-5","10.1007/s10750-011-0758-5","1","Hydrobiologia","Springer Science and Business Media LLC","Pope, N. D. and Langston, W. J.","2011","may","49–68","Pope_2011","article","10.1007/s10750-011-0758-5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distribution of Total Mercury in Surface Sediments of the Western Jade Bay, Lower Saxonian Wadden Sea, Southern North Sea","88","1432-0800","http://dx.doi.org/10.1007/s00128-012-0530-1","10.1007/s00128-012-0530-1","4","Bulletin of Environmental Contamination and Toxicology","Springer Science and Business Media LLC","Jin, Huafang and Liebezeit, Gerd and Ziehe, Daniel","2012","feb","597–604","Jin_2012","article","10.1007/s00128-012-0530-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayesian integrated survey-based assessments: an example applied to North Sea herring (Clupea harengus) survey data","68","1205-7533","http://dx.doi.org/10.1139/F2011-047","10.1139/f2011-047","8","Canadian Journal of Fisheries and Aquatic Sciences","Canadian Science Publishing","Hillary, Richard","2011","aug","1387–1407","Hillary_2011","article","10.1139/F2011-047","Hilborn, Ray",NA,NA,NA,NA,NA,NA,NA,NA
"Effects of the construction of Scroby Sands offshore wind farm on the prey base of Little tern Sternula albifrons at its most important UK colony","62","0025-326X","http://dx.doi.org/10.1016/j.marpolbul.2011.06.010","10.1016/j.marpolbul.2011.06.010","8","Marine Pollution Bulletin","Elsevier BV","Perrow, Martin R. and Gilroy, James J. and Skeate, Eleanor R. and Tomlinson, Mark L.","2011","aug","1661–1670","Perrow_2011","article","10.1016/j.marpolbul.2011.06.010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Defining fishing grounds with vessel monitoring system data","69","1054-3139","http://dx.doi.org/10.1093/icesjms/fsr173","10.1093/icesjms/fsr173","1","ICES Journal of Marine Science","Oxford University Press (OUP)","Jennings, Simon and Lee, Janette","2011","nov","51–63","Jennings_2011","article","10.1093/icesjms/fsr173",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Influence of Changing Plant Food Sources on the Gut Microbiota of Saltmarsh Detritivores","64","1432-184X","http://dx.doi.org/10.1007/s00248-012-0056-4","10.1007/s00248-012-0056-4","3","Microbial Ecology","Springer Science and Business Media LLC","Dittmer, Jessica and Lesobre, Jérôme and Raimond, Roland and Zimmer, Martin and Bouchon, Didier","2012","may","814–825","Dittmer_2012","article","10.1007/s00248-012-0056-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-term effects of ocean warming on the prokaryotic community: evidence from the vibrios","6","1751-7370","http://dx.doi.org/10.1038/ismej.2011.89","10.1038/ismej.2011.89","1","The ISME Journal","Oxford University Press (OUP)","Vezzulli, Luigi and Brettar, Ingrid and Pezzati, Elisabetta and Reid, Philip C and Colwell, Rita R and Höfle, Manfred G and Pruzzo, Carla","2011","jul","21–30","Vezzulli_2011","article","10.1038/ismej.2011.89",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay mineralogy, grain size distribution and their correlations with trace metals in the salt marsh sediments of the Skallingen barrier spit, Danish Wadden Sea","67","1866-6299","http://dx.doi.org/10.1007/s12665-012-1536-z","10.1007/s12665-012-1536-z","3","Environmental Earth Sciences","Springer Science and Business Media LLC","He, Changling and Bartholdy, Jesper and Christiansen, Christian","2012","jan","759–769","He_2012","article","10.1007/s12665-012-1536-z",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-term changes in abundance and distribution of microzooplankton in the NE Atlantic and North Sea","34","0142-7873","http://dx.doi.org/10.1093/plankt/fbr087","10.1093/plankt/fbr087","1","Journal of Plankton Research","Oxford University Press (OUP)","Hinder, Stephanie L. and Manning, Jane E. and Gravenor, Mike B. and Edwards, Martin and Walne, Anthony W. and Burkill, Peter H. and Hays, Graeme C.","2011","oct","83–91","Hinder_2011","article","10.1093/plankt/fbr087",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-term changes in the seasonality of selected diatoms related to grazers and environmental conditions","67","1385-1101","http://dx.doi.org/10.1016/j.seares.2011.11.001","10.1016/j.seares.2011.11.001","1","Journal of Sea Research","Elsevier BV","Schlüter, Merja H. and Kraberg, Alexandra and Wiltshire, Karen H.","2012","jan","91–97","Schl_ter_2012","article","10.1016/j.seares.2011.11.001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The carbonate system in the North Sea: Sensitivity and model validation","102–104","0924-7963","http://dx.doi.org/10.1016/j.jmarsys.2012.04.006","10.1016/j.jmarsys.2012.04.006",NA,"Journal of Marine Systems","Elsevier BV","Artioli, Yuri and Blackford, Jeremy C. and Butenschön, Momme and Holt, Jason T. and Wakelin, Sarah L. and Thomas, Helmuth and Borges, Alberto V. and Allen, J. Icarus","2012","oct","1–13","Artioli_2012","article","10.1016/j.jmarsys.2012.04.006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Large-scale shift from sugar kelp (Saccharina latissima) to ephemeral algae along the south and west coast of Norway","8","1745-1019","http://dx.doi.org/10.1080/17451000.2011.637561","10.1080/17451000.2011.637561","4","Marine Biology Research","Informa UK Limited","Moy, Frithjof E. and Christie, Hartvig","2012","may","309–321","Moy_2012","article","10.1080/17451000.2011.637561",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Computational toxicology: Physiologically based pharmacokinetic models (PBPK) for lifetime exposure and bioaccumulation of polybrominated diphenyl ethers (PBDEs) in marine mammals","163","0269-7491","http://dx.doi.org/10.1016/j.envpol.2011.12.037","10.1016/j.envpol.2011.12.037",NA,"Environmental Pollution","Elsevier BV","Weijs, Liesbeth and Covaci, Adrian and Yang, Raymond S.H. and Das, Krishna and Blust, Ronny","2012","apr","134–141","Weijs_2012","article","10.1016/j.envpol.2011.12.037",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bottom-up effects of climate on fish populations: data from the Continuous Plankton Recorder","456","1616-1599","http://dx.doi.org/10.3354/meps09710","10.3354/meps09710",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Pitois, SG and Lynam, CP and Jansen, T and Halliday, N and Edwards, M","2012","jun","169–186","Pitois_2012","article","10.3354/meps09710",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The United Kingdom’s role in North Sea demersal fisheries: a hundred year perspective","22","1573-5184","http://dx.doi.org/10.1007/s11160-012-9261-y","10.1007/s11160-012-9261-y","3","Reviews in Fish Biology and Fisheries","Springer Science and Business Media LLC","Kerby, Tina K. and Cheung, William W. L. and Engelhard, Georg H.","2012","mar","621–634","Kerby_2012","article","10.1007/s11160-012-9261-y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Discharged drilling waste from oil and gas platforms and its effects on benthic communities","456","1616-1599","http://dx.doi.org/10.3354/meps09622","10.3354/meps09622",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Ellis, JI and Fraser, G and Russell, J","2012","jun","285–302","Ellis_2012","article","10.3354/meps09622",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Species composition of skates (Rajidae) in commercial fisheries around the British Isles and their discarding patterns","80","1095-8649","http://dx.doi.org/10.1111/j.1095-8649.2012.03247.x","10.1111/j.1095-8649.2012.03247.x","5","Journal of Fish Biology","Wiley","Silva, J. F. and Ellis, J. R. and Catchpole, T. L.","2012","mar","1678–1703","Silva_2012","article","10.1111/j.1095-8649.2012.03247.x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Likely effects of construction of Scroby Sands offshore wind farm on a mixed population of harbour Phoca vitulina and grey Halichoerus grypus seals","64","0025-326X","http://dx.doi.org/10.1016/j.marpolbul.2012.01.029","10.1016/j.marpolbul.2012.01.029","4","Marine Pollution Bulletin","Elsevier BV","Skeate, Eleanor R. and Perrow, Martin R. and Gilroy, James J.","2012","apr","872–881","Skeate_2012","article","10.1016/j.marpolbul.2012.01.029",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seasonal Dynamics and Modeling of a Vibrio Community in Coastal Waters of the North Sea","63","1432-184X","http://dx.doi.org/10.1007/s00248-011-9990-9","10.1007/s00248-011-9990-9","3","Microbial Ecology","Springer Science and Business Media LLC","Oberbeckmann, Sonja and Fuchs, Bernhard M. and Meiners, Mirja and Wichels, Antje and Wiltshire, Karen H. and Gerdts, Gunnar","2011","dec","543–551","Oberbeckmann_2011","article","10.1007/s00248-011-9990-9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Changes in marine dinoflagellate and diatom abundance under climate change","2","1758-6798","http://dx.doi.org/10.1038/nclimate1388","10.1038/nclimate1388","4","Nature Climate Change","Springer Science and Business Media LLC","Hinder, Stephanie L. and Hays, Graeme C. and Edwards, Martin and Roberts, Emily C. and Walne, Anthony W. and Gravenor, Mike B.","2012","feb","271–275","Hinder_2012","article","10.1038/nclimate1388",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Are metal-induced hypersensitivities in harbor seals associated with liver function?","62","0025-326X","http://dx.doi.org/10.1016/j.marpolbul.2011.05.034","10.1016/j.marpolbul.2011.05.034","8","Marine Pollution Bulletin","Elsevier BV","Kakuschke, Antje and Valentine-Thon, Elizabeth and Griesel, Simone and Fonfara, Sonja and Siebert, Ursula and Prange, Andreas","2011","aug","1891–1894","Kakuschke_2011","article","10.1016/j.marpolbul.2011.05.034",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrett Hardin, The Tragedy of the Commons and the Firth of Forth","17","1752-7023","http://dx.doi.org/10.3197/096734011X13077054787109","10.3197/096734011x13077054787109","3","Environment and History","Liverpool University Press","Smout, T.C.","2011","aug","357–378","Smout_2011","article","10.3197/096734011X13077054787109",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long‐term patterns in harbour seal site‐use and the consequences for managing protected areas","14","1469-1795","http://dx.doi.org/10.1111/j.1469-1795.2011.00445.x","10.1111/j.1469-1795.2011.00445.x","4","Animal Conservation","Wiley","Cordes, L. S. and Duck, C. D. and Mackey, B. L. and Hall, A. J. and Thompson, P. M.","2011","mar","430–438","Cordes_2011","article","10.1111/j.1469-1795.2011.00445.x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phenological trends and trophic mismatch across multiple levels of a North Sea pelagic food web","454","1616-1599","http://dx.doi.org/10.3354/meps09520","10.3354/meps09520",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Burthe, S and Daunt, F and Butler, A and Elston, DA and Frederiksen, M and Johns, D and Newell, M and Thackeray, SJ and Wanless, S","2012","may","119–133","Burthe_2012","article","10.3354/meps09520",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unanticipated biological changes and global warming","445","1616-1599","http://dx.doi.org/10.3354/meps09493","10.3354/meps09493",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Beaugrand, G","2012","jan","293–301","Beaugrand_2012","article","10.3354/meps09493",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Infection of North Sea cod, Gadus morhua L., larvae with the parasitic nematode Hysterothylacium aduncum Rudolphi","33","1464-3774","http://dx.doi.org/10.1093/plankt/fbr027","10.1093/plankt/fbr027","8","Journal of Plankton Research","Oxford University Press (OUP)","Skovgaard, A. and Bahlool, Q. Z. M. and Munk, P. and Berge, T. and Buchmann, K.","2011","mar","1311–1316","Skovgaard_2011","article","10.1093/plankt/fbr027",NA,NA,NA,NA,NA,NA,NA,NA,NA
"No-trawl area impacts: perceptions, compliance and fish abundances","39","1469-4387","http://dx.doi.org/10.1017/S0376892912000112","10.1017/s0376892912000112","3","Environmental Conservation","Cambridge University Press (CUP)","BLOOMFIELD, H.J. and SWEETING, C.J. and MILL, A.C. and STEAD, S.M. and POLUNIN, N.V.C.","2012","may","237–247","BLOOMFIELD_2012","article","10.1017/S0376892912000112",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spatial trends of perfluorochemicals in harbor seals (Phoca vitulina) from Danish waters","414","0048-9697","http://dx.doi.org/10.1016/j.scitotenv.2011.09.048","10.1016/j.scitotenv.2011.09.048",NA,"Science of The Total Environment","Elsevier BV","Dietz, Rune and Rigét, Frank F. and Galatius, Anders and Sonne, Christian and Teilmann, Jonas and Bossi, Rossana","2012","jan","732–737","Dietz_2012","article","10.1016/j.scitotenv.2011.09.048",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The fate of an immigrant: Ensis directus in the eastern German Bight","66","1438-3888","http://dx.doi.org/10.1007/s10152-011-0271-2","10.1007/s10152-011-0271-2","3","Helgoland Marine Research","Springer Science and Business Media LLC","Dannheim, Jennifer and Rumohr, Heye","2011","aug","307–317","Dannheim_2011","article","10.1007/s10152-011-0271-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecosystem limits to food web fluxes and fisheries yields in the North Sea simulated with an end-to-end food web model","102","0079-6611","http://dx.doi.org/10.1016/j.pocean.2012.03.004","10.1016/j.pocean.2012.03.004",NA,"Progress in Oceanography","Elsevier BV","Heath, Michael R.","2012","sep","42–66","Heath_2012","article","10.1016/j.pocean.2012.03.004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linking effort and fishing mortality in a mixed fisheries model: Comparing linear versus non-linear assumptions","127–128","0165-7836","http://dx.doi.org/10.1016/j.fishres.2012.04.015","10.1016/j.fishres.2012.04.015",NA,"Fisheries Research","Elsevier BV","Thøgersen, Thomas and Hoff, Ayoe and Frost, Hans","2012","sep","9–17","Th_gersen_2012","article","10.1016/j.fishres.2012.04.015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Interannual variability of carbon fluxes in the North Sea from 1970 to 2006 – Competing effects of abiotic and biotic drivers on the gas-exchange of CO2","100","0272-7714","http://dx.doi.org/10.1016/j.ecss.2011.11.037","10.1016/j.ecss.2011.11.037",NA,"Estuarine, Coastal and Shelf Science","Elsevier BV","Lorkowski, Ina and Pätsch, Johannes and Moll, Andreas and Kühn, Wilfried","2012","mar","38–57","Lorkowski_2012","article","10.1016/j.ecss.2011.11.037",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Occurrence, inter-annual variability and zooplankton-predation impact of the invasive ctenophore Mnemiopsis leidyi and the native jellyfish Aurelia aurita in Limfjorden (Denmark) in 2010 and 2011","1","2242-1300","http://dx.doi.org/10.3391/bir.2012.1.3.01","10.3391/bir.2012.1.3.01","3","BioInvasions Records","Regional Euro-Asian Biological Invasions Centre Oy (REABIC)","Riisgård, Hans Ulrik and Jaspers, Cornelia and Serre, Sandrine and Lundgreen, Kim","2012","sep","145–159","Riisg_rd_2012","article","10.3391/bir.2012.1.3.01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Changes in North Sea macrofauna communities and species distribution between 1986 and 2000","94","0272-7714","http://dx.doi.org/10.1016/j.ecss.2011.04.008","10.1016/j.ecss.2011.04.008","1","Estuarine, Coastal and Shelf Science","Elsevier BV","Kröncke, Ingrid and Reiss, Henning and Eggleton, Jacqueline D. and Aldridge, John and Bergman, Magda J.N. and Cochrane, Sabine and Craeymeersch, Johan A. and Degraer, Steven and Desroy, Nicolas and Dewarumez, Jean-Marie and Duineveld, Gerard C.A. and Essink, Karel and Hillewaert, Hans and Lavaleye, Marc S.S. and Moll, Andreas and Nehring, Stefan and Newell, Richard and Oug, Eivind and Pohlmann, Thomas and Rachor, Eike and Robertson, Mike and Rumohr, Heye and Schratzberger, Michaela and Smith, Rebecca and Berghe, Edward Vanden and van Dalfsen, Jan and van Hoey, Gert and Vincx, Magda and Willems, Wouter and Rees, Hubert L.","2011","jul","1–15","Kr_ncke_2011","article","10.1016/j.ecss.2011.04.008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Temperature effects on female maturation in a temperate marine fish","403","0022-0981","http://dx.doi.org/10.1016/j.jembe.2011.03.018","10.1016/j.jembe.2011.03.018","1–2","Journal of Experimental Marine Biology and Ecology","Elsevier BV","Tobin, Declan and Wright, Peter J.","2011","jul","9–13","Tobin_2011","article","10.1016/j.jembe.2011.03.018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trade-off between increased survival and reduced growth for blue mussels living on Pacific oyster reefs","403","0022-0981","http://dx.doi.org/10.1016/j.jembe.2011.04.010","10.1016/j.jembe.2011.04.010","1–2","Journal of Experimental Marine Biology and Ecology","Elsevier BV","Eschweiler, Nina and Christensen, Helle Torp","2011","jul","90–95","Eschweiler_2011","article","10.1016/j.jembe.2011.04.010",NA,NA,NA,NA,NA,NA,NA,NA,NA
