...1,pdf_name,title,year,Article ID,Article_URL,Include,Exclusion criteria,Other exclusion criteria,Paper type,Anthropogenic driver(s),Precision_of_the driver(s),"Precision of the driver(s) if """"other""""",Analyzed impact(s),"Analyzed impact(s) if """"other""""",Nature of the study population,"Nature of the population if """"other""""",Organizational level,ICES major location,ICES_medium_location(s),Habitat_type(s),"Habitat type if """"other""""",Main_methodology,Spatial dimension,Temporal dimension,Solution_investigated,Comment
1428,9367096,Long-term trends in mercury and PCB congener concentrations in gannet (Morus bassanus) eggs in Britain,2009,14881680,https://sysrev.com/p/99278/article/14881680,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances|||Chemical_hazardous_substances,NA,Change_contamination_level,NA,Seabirds,NA,Individual,IVb,4,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1429,9367098,Estimation of the impact of prevailing weather conditions on the occurrence of oil-contaminated dead birds on the German North Sea coast,2009,14884802,https://sysrev.com/p/99278/article/14884802,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Incidental_mortality,NA,Seabirds,NA,Individual,IVb,6,Not_specified,NA,Modelling|||Field_observations_measurement,FALSE,TRUE,Not_tested,NA
1430,9367100,"Validation of the occurrence of the American eel Anguilla rostrata (Le Sueur, 1817) in free-draining European inland waters",2008,14884234,https://sysrev.com/p/99278/article/14884234,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1431,9367101,Return to Neverland: Shifting Baselines Affect Eutrophication Restoration Targets,2008,14882330,https://sysrev.com/p/99278/article/14882330,TRUE,NA,NA,Review,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_chemical_water_properties,NA,Phytoplankton|||Chemical,NA,Community,IVb|||IVc,6,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
1432,9367102,Invaders interfere with native parasite–host interactions,2008,14882357,https://sysrev.com/p/99278/article/14882357,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Other,Parasitism,Benthos,NA,Population,IVb,6,Not_specified,NA,Experiment,FALSE,TRUE,Not_tested,NA
1433,9367103,Regional Meteorological–Marine Reanalyses and Climate Change Projections: Results for Northern Europe and Potential for Coastal and Offshore Applications,2009,14885066,https://sysrev.com/p/99278/article/14885066,TRUE,NA,NA,Primary_research_article,Climate_change,Other,climate_change_scenario,Change_physical_water_properties|||Change_extreme_events,NA,Physical,NA,Not_applicable,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Modelling,TRUE,TRUE,Not_tested,NA
1434,9367104,Seasonal succession and composition of the zooplankton community along an eutrophication and salinity gradient exemplified by Danish waters,2009,14883405,https://sysrev.com/p/99278/article/14883405,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Zooplankton|||Phytoplankton,NA,Community,IVb,7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1435,9367108,"Temporal trends of polyfluoroalkyl compounds in harbor seals (Phoca vitulina) from the German Bight, 1999–2008",2009,14882990,https://sysrev.com/p/99278/article/14882990,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Marine_mammals,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1436,9367109,Environmental genotoxicity and cytotoxicity in the offshore zones of the Baltic and the North Seas,2009,14883359,https://sysrev.com/p/99278/article/14883359,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_genetic,NA,Fish,NA,Individual,IVa||| IVb|||IVc,2|||3|||5|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1437,9367112,Synergistic Effects of Climate and Fishing in a Marine Ecosystem,2009,14884115,https://sysrev.com/p/99278/article/14884115,TRUE,NA,NA,Primary_research_article,Climate_change|||Direct_exploitation,Temperature||| Fishing_exploitation,NA,Change_biomass_abundance,NA,Zooplankton|||Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
1438,9367114,Immune modulation in the blue mussel Mytilus edulis exposed to North Sea produced water,2009,14881266,https://sysrev.com/p/99278/article/14881266,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related|||Metal_substances,NA,Change_physiology,NA,Benthos,NA,Individual,IVa,Norvegian_coast,Not_specified,NA,Experiment,FALSE,TRUE,Not_tested,NA
1439,9367119,A review of the use of seabirds as indicators in fisheries and ecosystem management,2009,14886660,https://sysrev.com/p/99278/article/14886660,TRUE,NA,NA,Review,Direct_exploitation,Fishing_exploitation|||Fishing_incidental_or_bycatch,NA,Multiple,NA,Seabirds,NA,Community,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,FALSE,Not_tested,NA
1440,9367121,Discarding in the North Sea and on the historical efficacy of gear-based technical measures in reducing discards,2009,14885022,https://sysrev.com/p/99278/article/14885022,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Change_biomass_abundance,NA,Benthos|||Fish,NA,Community,IVa||| IVb|||IVc,1|||2|||4|||5|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Management,NA
1441,9367129,Identification of nonregulated pollutants in north sea‐produced water discharges,2009,14882701,https://sysrev.com/p/99278/article/14882701,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1442,9367130,Lessons from the past: investigating historical data from bluefin tuna fisheries,2009,14881730,https://sysrev.com/p/99278/article/14881730,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Change_demographic_structure,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1443,9367131,A study of fish behaviour in the extension of a demersal trawl using a multi-compartment separator frame and SIT camera system,2009,14885126,https://sysrev.com/p/99278/article/14885126,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Other|||Change_biomass_abundance,Change_behavior,Benthos|||Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Management,NA
1444,9367133,Broad-scale patterns of abundance of non-indigenous soft-bottom invertebrates in Denmark,2008,14880952,https://sysrev.com/p/99278/article/14880952,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Change_biomass_abundance,NA,Benthos,NA,Population,IVb,7|||6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1445,9367134,"Modelling demersal fishing effort based on landings and days absence from port, to generate indicators of “activity”",2009,14885261,https://sysrev.com/p/99278/article/14885261,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Quantification_driver,NA,Not_applicable,NA,Not_applicable,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Modelling,TRUE,TRUE,Not_tested,NA
1446,9367140,"Route choices, migration speeds and daily migration activity of European silver eels Anguilla anguilla in the River Rhine, north‐west Europe",2009,14883106,https://sysrev.com/p/99278/article/14883106,TRUE,NA,NA,Primary_research_article,Direct_exploitation|||Sea_use_change,Fishing_exploitation|||Coastal_development,NA,Change_phenology,NA,Fish,NA,Population,IVc,6,Estuary,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1447,9367145,Landscape‐scale experiment demonstrates that Wadden Sea intertidal flats are used to capacity by molluscivore migrant shorebirds,2009,14883739,https://sysrev.com/p/99278/article/14883739,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Change_trophic_functioning,NA,Benthos|||Seabirds,NA,Population,IVc,6,Intertidal,NA,Experiment|||Modelling,TRUE,TRUE,Not_tested,NA
1448,9367146,Effects of De-Embankment on Pore Water Geochemistry of Salt Marsh Sediments,2009,14881017,https://sysrev.com/p/99278/article/14881017,TRUE,NA,NA,Primary_research_article,Sea_use_change,Coastal_development,NA,Change_chemical_water_properties|||Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb,6,Saltmarsh,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1449,9367149,"Estuaries, coastal marshes, tidal flats and coastal dunes",2009,14882857,https://sysrev.com/p/99278/article/14882857,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1450,9367150,Monitoring the freely dissolved concentrations of polycyclic aromatic hydrocarbons (PAH) and alkylphenols (AP) around a Norwegian oil platform by holistic passive sampling,2009,14882531,https://sysrev.com/p/99278/article/14882531,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVb,2,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
1451,9367151,Patterns of jellyfish abundance in the North Atlantic,2008,14882091,https://sysrev.com/p/99278/article/14882091,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_biomass_abundance,NA,Other,Cnidarians|||jellyfish,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1452,9367154,Selecting MPAs to conserve groundfish biodiversity: the consequences of failing to account for catchability in survey trawls,2008,14881520,https://sysrev.com/p/99278/article/14881520,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_diversity,NA,Fish,NA,Community,IVa||| IVb|||IVc,1|||2|||3|||4|||5|||6|||7,Not_specified,NA,Modelling,TRUE,TRUE,Conservation_protection,NA
1453,9367155,Using MPAs to address regional-scale ecological objectives in the North Sea: modelling the effects of fishing effort displacement,2009,14886099,https://sysrev.com/p/99278/article/14886099,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Change_diversity|||Change_life_history_traits,NA,Benthos|||Fish,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Modelling,TRUE,TRUE,Conservation_protection,NA
1454,9367156,Natura 2000 sites and fisheries in German offshore waters,2008,14881709,https://sysrev.com/p/99278/article/14881709,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Seabirds|||Marine_mammals|||Fish,NA,Population,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Conservation_protection|||Management,NA
1455,9367159,"Storm flooding, coastal defence and land use around the Thames estuary and tidal river c.1250–1450",2009,14885558,https://sysrev.com/p/99278/article/14885558,FALSE,Not_right_time_period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1456,9367160,Mussel fishery affects diet and reduces body condition of Eiders Somateria mollissima in the Wadden Sea,2009,14883585,https://sysrev.com/p/99278/article/14883585,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Multiple,NA,Seabirds|||Benthos,NA,Population,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1457,9367161,"Influence of temperature on the larval development of the edible crab, Cancer pagurus",2009,14885016,https://sysrev.com/p/99278/article/14885016,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,9367165,How well do ecosystem indicators communicate the effects of anthropogenic eutrophication?,2009,14886628,https://sysrev.com/p/99278/article/14886628,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_diversity|||Change_biomass_abundance|||Change_biogeochemical_fluxes|||Change_physical_water_properties,NA,Phytoplankton|||Physical|||Chemical,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Management,NA
1459,9367168,Coastal Defense Strategies in the Wadden Sea Region: Coping with Climate Change,2009,14880960,https://sysrev.com/p/99278/article/14880960,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1460,9367182,New perspectives on sea use management: Initial findings from European experience with marine spatial planning,2009,14883947,https://sysrev.com/p/99278/article/14883947,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1461,9367186,"Quality control and analyses of the long-term nutrient data from Helgoland Roads, North Sea",2009,14885568,https://sysrev.com/p/99278/article/14885568,FALSE,Other,not_clear_enough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
1462,9367187,Distant riverine nutrient supply and local temperature drive the long-term phytoplankton development in a temperate coastal basin,2009,14883212,https://sysrev.com/p/99278/article/14883212,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_chemical_water_properties,NA,Phytoplankton|||Chemical,NA,Community,IVb,6,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
1463,9367188,Recent patterns in potential phytoplankton limitation along the Northwest European continental coast,2009,14882317,https://sysrev.com/p/99278/article/14882317,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P|||Other_physical_parameter,NA,Change_biomass_abundance|||Change_chemical_water_properties,NA,Chemical|||Phytoplankton,NA,Ecosystem,IVb|||IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1464,9367190,The importance of scale for fishing impact estimations,2009,14881694,https://sysrev.com/p/99278/article/14881694,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Quantification_driver|||Change_life_history_traits,NA,Fish,NA,Community,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1465,9367191,Genotoxicity of Environmentally Relevant Concentrations of Water-Soluble Oil Components in Cod (Gadus morhua),2009,14881376,https://sysrev.com/p/99278/article/14881376,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,9367194,Keeping up with early springs: rapid range expansion in an avian herbivore incurs a mismatch between reproductive timing and food supply,2009,14883526,https://sysrev.com/p/99278/article/14883526,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_phenology|||Change_life_history_traits,NA,Seabirds,NA,Population,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1467,9367195,Bayesian survey-based assessment of North Sea plaice (Pleuronectes platessa): extracting integrated signals from multiple surveys,2009,14882255,https://sysrev.com/p/99278/article/14882255,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Fish,NA,Population,IVa||| IVb|||IVc,2|||3|||4|||5|||6|||7,Not_specified,NA,Modelling,FALSE,TRUE,Not_tested,NA
1468,9367196,Diel echolocation activity of harbour porpoises (Phocoena phocoena) around North Sea offshore gas installations,2009,14882828,https://sysrev.com/p/99278/article/14882828,TRUE,NA,NA,Primary_research_article,Sea_use_change,Civil_engineering_works,NA,Other,Change behaviour,Marine_mammals,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
1469,9367197,Comprehensive discard reconstruction and abundance estimation using flexible selectivity functions,2009,14885046,https://sysrev.com/p/99278/article/14885046,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_incidental_or_bycatch,NA,Change_biomass_abundance,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Modelling,FALSE,TRUE,Not_tested,NA
1470,9367199,Ecologically based indicators for Phaeocystis disturbance in eutrophied Belgian coastal waters (Southern North Sea) based on field observations and ecological modelling,2009,14884408,https://sysrev.com/p/99278/article/14884408,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Multiple,NA,Phytoplankton|||Zooplankton,NA,Population,IVc,6,Not_specified,NA,Field_observations_measurement|||Modelling,FALSE,TRUE,Not_tested,NA
1471,9367201,Eutrophication signals in the sedimentary record of dinoflagellate cysts in coastal waters,2009,14883724,https://sysrev.com/p/99278/article/14883724,TRUE,NA,NA,Review,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance,NA,Phytoplankton,NA,Population,Not_specified,Not_specified,Not_specified,NA,Review,TRUE,TRUE,Not_tested,NA
1472,9367204,Relationship Between Polycyclic Aromatic Hydrocarbon (PAH) Accumulation in Semipermeable Membrane Devices and PAH Bile Metabolite Levels in Atlantic Cod (Gadus morhua),2009,14884226,https://sysrev.com/p/99278/article/14884226,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_contamination_level,NA,Fish,NA,Individual,Not_specified,Not_specified,Not_specified,NA,Experiment,FALSE,FALSE,Not_tested,"fish not from NS, but cod occurs in NS"
